web-scraper-order,web-scraper-start-url,links,links-href,Name,Address,Pincode,Phone,Business_hours,
1674921987-530,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Sanjay Medical & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43665/sanjay-medical-general-stores,Sanjay Medical & General Stores,"B-28, Madhukar Building, Shop No 3/4, Sector No 5, Shanti Nagar, Mira Road, Thane",401107,(022) 28552981,Monday-Sunday 8am - 9pm,
1674922019-531,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Sanchaiti Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43587/sanchaiti-chemist,Sanchaiti Chemist,"Shree Mira Co-Operative Housing Society, Near Akurli Industrial Estate, Akurli Road, Kandivali East, Mumbai",400101,(022) 40672800,Monday-Sunday 8am - 9pm,
1674922050-532,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Samrat Medical & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43697/samrat-medical-general-stores,Samrat Medical & General Stores,"7 &amp; 8, Jyotsna Prakash Building, Opposite Railway Station, Station Road, Goregaon East, Mumbai",400063,(022) 26861012,Monday-Sunday 8am - 9pm,
1674922083-533,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Samarth Medical & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43460/samarth-medical-general-stores,Samarth Medical & General Stores,"Shop No 2, Aditya Apartment, Near Madhur Colony, Chincholi Bunder Road, Malad West, Mumbai",400064,(022) 49186469,Monday-Sunday 8am - 9pm,
1674922114-534,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Samant Computerised Pathology,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43516/samant-computerised-pathology,Samant Computerised Pathology,"113,Laxmi Market, Above Ratnakar Bank, Pokhran Road No.1, Thane West, Thane",400601,(022) 65213141,Monday-Sunday 8am - 9pm,
1674922144-535,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Salman Medical,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43509/salman-medical,Salman Medical,"Opposite Ayesha Tower, S V Road, Jogeshwari West, Mumbai",400102,(022) 26780955,Monday-Sunday 8am - 9pm,
1674922182-536,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Saibaba Medical & General store,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43308/saibaba-medical-general-store,Saibaba Medical & General store,"A-104,shiv shradha complex,1st floor,Saibaba Hospital, Bhayandar East, Mumbai",401105,(022) 49184318,Monday-Sunday 8am - 9pm,
1674922212-537,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Sai Medical Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43638/sai-medical-stores,Sai Medical Stores,"Ghadiali Chawl No 3, Shop No 2, Opposite Tata Hospital, Jerabai Wadia Road, Parel, Mumbai",400012,(022) 24126274,Monday-Sunday 8am - 9pm,
1674922244-538,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Sai Medical & General Store,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43599/sai-medical-general-store,Sai Medical & General Store,"Shop No 3,Om Apartment,Sundarvan Complex, Near Tanishq Showroom, Link Road, Andheri West, Mumbai",400053,(022) 69951881,Monday-Sunday 8am - 9pm,
1674922276-539,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Sai Ganesh Medical & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43686/sai-ganesh-medical-general-stores,Sai Ganesh Medical & General Stores,"Shop No 10, Aditya Aniruddha, Ahimsa Marg, Chincholi Bunder Road, Malad West, Mumbai",400064,(022) 28753720,Monday-Sunday 8am - 9pm,
1674922308-540,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Sai Anand Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43309/sai-anand-chemist,Sai Anand Chemist,"Shop No. 9, Navrang Society, Near Railway Station, Shahad, Thane",421103,(022) 45106770,Monday-Sunday 8am - 9pm,
1674922340-541,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Sai Anand Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43279/sai-anand-chemist,Sai Anand Chemist,"Shop No. 9, Navrang Society, Near Railway Station, Shahad, Thane",421103,(022) 45106770,Monday-Sunday 8am - 9pm,
1674922371-542,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Sadguru Medical & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43674/sadguru-medical-general-stores,Sadguru Medical & General Stores,"Shop No B 5/6, Plot No 48/49, M G Complex Shopping Center, Sector-14, Near Gaodevi Temple, Vashi, Navi Mumbai",400703,(022) 27658134,Monday-Sunday 8am - 9pm,
1674922402-543,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,SAI Medical Centre,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43486/sai-medical-centre,SAI Medical Centre,"Raj Ratan Apts, Next To BMC Garden, Service Road, Jogeshwari East, Mumbai",400060,(022) 28361027,Monday-Sunday 8am - 9pm,
1674922433-544,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Ruby Medical Centre,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43315/ruby-medical-centre,Ruby Medical Centre,"283/ 3633, Tagore Nagar, Group No 2, Near Taxi Stand, Vikhroli East, Mumbai",400083,(022) 49185855,Monday-Sunday 8am - 9pm,
1674922465-545,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Ruby Medical Centre,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43282/ruby-medical-centre,Ruby Medical Centre,"283/ 3633, Tagore Nagar, Group No 2, Near Taxi Stand, Vikhroli East, Mumbai",400083,(022) 49185855,Monday-Sunday 8am - 9pm,
1674922496-546,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Royal Medico & Health Care,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43692/royal-medico-health-care,Royal Medico & Health Care,"40, Ground Floor, Sagar Mansion, Near Ravi Sons, Bhulabhai Desai Road, Breach Candy, Mumbai",400026,(022) 23510071,Monday-Sunday 8am - 9pm,
1674922527-547,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Royal Medico,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43536/royal-medico,Royal Medico,"Shop No 230 B, AVA Mansion, Near Ganga Jamuna Talkies, Tardeo- Nana Chowk Road, Grant Road, Mumbai",400007,(022) 23540275,Monday-Sunday 8am - 9pm,
1674922559-548,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Royal Chemists,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43386/royal-chemists,Royal Chemists,"89/A, Queen Chambers, Near Roopkala Saree Shop, Maharshi Karve Road, Marine Lines, Mumbai",400020,(022) 22004041,Monday-Sunday 8am - 9pm,
1674922590-549,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Royal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43662/royal-chemist,Royal Chemist,"Shop No 3, Vishwas Niwas, Opp Wadia Children Hospital, A.D Marg, Parel, Mumbai",400012,(022) 67305502,Monday-Sunday 8am - 9pm,
1674922621-550,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Royal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43637/royal-chemist,Royal Chemist,"Shop No 3,Vishwas Niwas, Opp Wadia Childrens Hospital, Acharya Dhunde Marg, Dadar West, Mumbai",400028,9869774307,Monday-Sunday 8am - 9pm,
1674922652-551,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Royal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43547/royal-chemist,Royal Chemist,"Shop No 1, Concord Apartment, Opp Juhu Bus Stop, Jvpd Scheme, N S 10th Road, Juhu, Mumbai",400049,(022) 32610302,Monday-Sunday 8am - 9pm,
1674922683-552,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Royal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43529/royal-chemist,Royal Chemist,"Shop No 3, Dhobi Chawl, Opp Gurjar Jewellers, S B Road, Colaba, Mumbai",400005,(022) 22906342,Monday-Sunday 8am - 9pm,
1674922714-553,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Royal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43469/royal-chemist,Royal Chemist,"Shop No 5, Lancelot Co Operative Housing Society, Near Vijay Sales,Opp Shastri Nagar, S V Road, Borivali West, Mumbai",400092,(022) 28658193,Monday-Sunday 8am - 9pm,
1674922746-554,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Royal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43421/royal-chemist,Royal Chemist,"22 Kamlesh Shere Punjab Society, Near Tolani Naka &amp; HDFC Bank, Mahakali Caves Road, Andheri East, Mumbai",400093,(022) 28269236,Monday-Sunday 8am - 9pm,
1674922776-555,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Royal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43400/royal-chemist,Royal Chemist,"Shop No 3,Vishwas Niwas,Building No 8, Opp Wadia Childrens Hospital, Acharya Donge Mg Parel, Parel, Mumbai",400012,(022) 24115028,Monday-Sunday 8am - 9pm,
1674922807-556,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Royal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43334/royal-chemist,Royal Chemist,"89/A, Queen Chambers, Near Roopkala Saree Shop, Maharshi Karve Road, Marine Lines, Mumbai",400020,(022) 67689585,Monday-Sunday 8am - 9pm,
1674922839-557,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Roman Medical Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43434/roman-medical-stores,Roman Medical Stores,"Shop No 6, Sea Green Bldg, Seven Bunglows, Bank Of Maharashtra Lane, Andheri West, Mumbai",400061,(022) 26349949,Monday-Sunday 8am - 9pm,
1674922870-558,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Reliable Homeopathic Pharmacy,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43592/reliable-homeopathic-pharmacy,Reliable Homeopathic Pharmacy,"2 Gopal Niwas, Opp Chetna Hosp, R R T Rd, Mulund West, Mumbai",400080,(022) 25921546,Monday-Sunday 8am - 9pm,
1674922901-559,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Reliable Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43519/reliable-chemist,Reliable Chemist,"Shop No 38, Opp Bombay Hospital 11, Kakad Arcade, Marine Lines, Mumbai",400020,(022) 22005070,Monday-Sunday 8am - 9pm,
1674922932-560,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Rekhangis Medical Store,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43276/rekhangis-medical-store,Rekhangis Medical Store,"Worli Seaface Road, Worli, Mumbai",400018,(022) 49176948,Monday-Sunday 8am - 9pm,
1674922963-561,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Rekhangis Medical Store,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43256/rekhangis-medical-store,Rekhangis Medical Store,"Worli Seaface Road, Worli, Mumbai",400018,(022) 49176948,Monday-Sunday 8am - 9pm,
1674922994-562,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Regal Medical & General Store,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43649/regal-medical-general-store,Regal Medical & General Store,"Shop No A-1,Param Jyot Society, Near Mini Punjab Hotel, 16 Road, Bandra West, Mumbai",400050,(022) 26058388,Monday-Sunday 8am - 9pm,
1674923025-563,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Regal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43522/regal-chemist,Regal Chemist,"Shop No 1, Rajdeep Apartment, Near Gariba Hopsital, Mamletdar Wadi, Malad West, Mumbai",400064,(022) 28815575,Monday-Sunday 8am - 9pm,
1674923057-564,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Regal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43287/regal-chemist,Regal Chemist,"Shop No 14 B, Block No 25, Near Wockhardt Hospital, Read Cross Lane, Agripada, Mumbai",400011,(022) 71041053,Monday-Sunday 8am - 9pm,
1674923088-565,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Regal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43280/regal-chemist,Regal Chemist,"Shop No 14 B, Block No 25, Near Wockhardt Hospital, Read Cross Lane, Agripada, Mumbai",400011,(022) 71041053,Monday-Sunday 8am - 9pm,
1674923120-566,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Red Rose Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43506/red-rose-chemist,Red Rose Chemist,"Shop No 41/43 Kakad Arcade, Opp Bombay Hospital, 11,New Marine Lines, New Marine Lines-Churchgate, Mumbai",400020,(022) 22032410,Monday-Sunday 8am - 9pm,
1674923152-567,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Red Rose Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43497/red-rose-chemist,Red Rose Chemist,"Shop No 41,43 Kakad Arcade 11, Opp Bombay Hospital, New Marine Lines, Churchgate, Mumbai",400020,(022) 61634787,Monday-Sunday 8am - 9pm,
1674923183-568,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Real Medical Store,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43549/real-medical-store,Real Medical Store,"Shop No 17, Rizvi Nagar, Milan Junction, S V Road, Santacruz West, Mumbai",400054,(022) 26174548,Monday-Sunday 8am - 9pm,
1674923213-569,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Real Chemists,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43364/real-chemists,Real Chemists,"Shop No 9, Shubham Co Operative Housing Society, Near Vikram Petrol Pump, Juhu Versova Link Road, Andheri West, Mumbai",400053,(022) 26284444,Monday-Sunday 8am - 9pm,
1674923244-570,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Real Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43705/real-chemist,Real Chemist,"Shop 50/51, Kakad Arcade, Near Bombay Hospital, Opposite Liberty Cinema, Road No 11, New Marine Lines-Churchgate, Mumbai",400020,(022) 22004211,Monday-Sunday 8am - 9pm,
1674923276-571,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Ratanshi Nenshi & Company,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43612/ratanshi-nenshi-company,Ratanshi Nenshi & Company,"6/B, Mahim Mansion, Opposite Parsi Garden, M M C Road, Mahim, Mumbai",400016,(022) 24468298,Monday-Sunday 8am - 9pm,
1674923307-572,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Ramesh Medico,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43601/ramesh-medico,Ramesh Medico,"Shop No 1, Shrinathaji Coperative Housing Society, Plot No 11, Near Charkop Police Choki, Rsp Road, Kandivali West, Mumbai",400067,(022) 28693667,Monday-Sunday 8am - 9pm,
1674923339-573,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Rakhangis Medical Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43353/rakhangis-medical-stores,Rakhangis Medical Stores,"7 Himalaya Coop HSG Society, Neaxt To Flora Restaurant Worli Seaface, Worli, Mumbai",400018,(022) 24952844,Monday-Sunday 8am - 9pm,
1674923371-574,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Raju Medical & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43639/raju-medical-general-stores,Raju Medical & General Stores,"3 Sarda Niwas, 181 orlem, Near dena bank, Marve Road, Malad West, Mumbai",400064,(022) 28811510,Monday-Sunday 8am - 9pm,
1674923402-575,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Rajratan Medical And General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43298/rajratan-medical-and-general-stores,Rajratan Medical And General Stores,"81/1 Adamji Jivaji Chawl, Near Bilal Masjid, Sewri Cross Road, Sewri, Mumbai",400015,(022) 61618561,Monday-Sunday 8am - 9pm,
1674923436-576,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Rajasthan Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43545/rajasthan-chemist,Rajasthan Chemist,"Shop no. 13, Kohinoor 1, Near Millat Nagar, Andheri West, Mumbai",400053,(022) 26367899,Monday-Sunday 8am - 9pm,
1674923466-577,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Raja Medical & Dry Fruit Store,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43262/raja-medical-dry-fruit-store,Raja Medical & Dry Fruit Store,"8, Ashok Samrat Building, Opp VIP Maru, Near Railway Station, Daftary Road, Malad East, Mumbai",400097,(022) 67303658,Monday-Sunday 8am - 9pm,
1674923497-578,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Raja Medical & Dry Fruit Store,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43250/raja-medical-dry-fruit-store,Raja Medical & Dry Fruit Store,"8, Ashok Samrat Building, Opp VIP Maru, Near Railway Station, Daftary Road, Malad East, Mumbai",400097,(022) 67303658,Monday-Sunday 8am - 9pm,
1674923528-579,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Rainbow Chemists,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43445/rainbow-chemists,Rainbow Chemists,"Modi Chambers, Opp Opera House Theatre, Opera House, Mumbai",400004,(022) 61631131,Monday-Sunday 8am - 9pm,
1674923560-580,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Rahil Medical & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43305/rahil-medical-general-stores,Rahil Medical & General Stores,"Shop No 5,A, Gupta Compound, Front Of Lodha Compound, Devrukhghar Estate MIDC, Road No 11, Andheri East, Mumbai",400093,(022) 45106995,Monday-Sunday 8am - 9pm,
1674923590-581,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,R N Kapadia & Company,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43384/r-n-kapadia-company,R N Kapadia & Company,"199/B, Gopal Bhavan, Opp Geeta Bhavan, Princess Street, Princess Street, Mumbai",400002,(022) 22060583,Monday-Sunday 8am - 9pm,
1674923621-582,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,R M Shah & Company,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43275/r-m-shah-company,R M Shah & Company,"135 Yusuf Meherali Rd, Masjid, Mumbai",400003,(022) 49179452,Monday-Sunday 8am - 9pm,
1674923653-583,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Punamiya Hospital,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43448/punamiya-hospital,Punamiya Hospital,"1st Floor, Inder Tower, Opposite Zandu Pharmaceutical, Gokhale Road, Dadar West, Mumbai",400028,(022) 24312449,Monday-Sunday 8am - 9pm,
1674923685-584,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Prithvi Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43461/prithvi-chemist,Prithvi Chemist,"Shop No 1, 2 &amp; 3, Ganesh Darshan Co Opeartive Housing Society, Opposite Shri Sagar Hotel, L T Road, Borivali West, Mumbai",400092,(022) 28929911,Monday-Sunday 8am - 9pm,
1674923716-585,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Prinz Medical,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43716/prinz-medical,Prinz Medical,"Shop No 8, Hilton Apartments, Opposite Elco Market, Near Globus, 41 Hill Road, Bandra West, Mumbai",400050,(022) 26406804,Monday-Sunday 8am - 9pm,
1674923747-586,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Prime Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43526/prime-chemist,Prime Chemist,"7/A, Rizvi Mahal Chambers, Opposite Bhaba Hospital, Water Field Road, Bandra West, Mumbai",400050,(022) 26552268,Monday-Sunday 8am - 9pm,
1674923778-587,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,President Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43567/president-chemist,President Chemist,"Shop No 2 &amp; 3, Sant Nivriti Building, Peru Baug, Aarey Road, Goregaon East, Mumbai",400063,(022) 29270022,Monday-Sunday 8am - 9pm,
1674923808-588,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Pramanik Medical & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43527/pramanik-medical-general-stores,Pramanik Medical & General Stores,"21, Shop No 6, Kailas Kiran bldg, Ashirwad Heart Hospital, Tilak Road,Ghatkopar East, Ghatkopar East, Mumbai",400077,(022) 21025470,Monday-Sunday 8am - 9pm,
1674923839-589,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Prakash surgical,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/82608/prakash-surgical,Prakash surgical,"601, V-BELVEDERE, 16th road, Bandra(West), Mumbai, 400050",400050,9819652304,Monday-Sunday 8am - 9pm,
1674923870-590,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Prakash Medical & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43671/prakash-medical-general-stores,Prakash Medical & General Stores,"B Block Imperial Mahal, Dadar T T, Khodadad Cirle, Dadar East, MUMBAI",400014,(022) 24124879,Monday-Sunday 8am - 9pm,
1674923901-591,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Prabhu Medical Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43703/prabhu-medical-stores,Prabhu Medical Stores,"2, Gayatri Nivas, Opposite Post Office, D K Sandu Marg, Chembur, Mumbai",400071,(022) 25271372,Monday-Sunday 8am - 9pm,
1674923932-592,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Popular Medical Store,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43596/popular-medical-store,Popular Medical Store,"Shop No 4/A, Dr C G Road, Chembur Colony-Chembur, Mumbai",400074,(022) 65927157,Monday-Sunday 8am - 9pm,
1674923962-593,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Popular Chemists & Druggists,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43474/popular-chemists-druggists,Popular Chemists & Druggists,"Shop No.3 Fairlawn Co Operative Housing Society, Next To Bank Of Baroda, Sion Trombay Road, Chembur East, Mumbai",400071,(022) 32960922,Monday-Sunday 8am - 9pm,
1674923993-594,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Poonam Medical & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43642/poonam-medical-general-stores,Poonam Medical & General Stores,"Akshya Plaza Shop No 5 &amp; 6 Plot No 12, Station Avenue Road, Chembur East, Mumbai",400071,(022) 45108696,Monday-Sunday 8am - 9pm,
1674924024-595,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Phalke Medical Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43603/phalke-medical-stores,Phalke Medical Stores,"24 Maker Arcade, Cuffe Parade-Colaba, Mumbai",400005,(022) 22184299,Monday-Sunday 8am - 9pm,
1674924055-596,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Patanjali Hope Bhartiya Seva Kendra,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43667/patanjali-hope-bhartiya-seva-kendra,Patanjali Hope Bhartiya Seva Kendra,"Sai Satnam Shop no-2 Plot no-19, Near Railway Station, Sector-25, Seawoods, Navi Mumbai",400706,7303730355,Monday-Sunday 8am - 9pm,
1674924086-597,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Parel Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43532/parel-chemist,Parel Chemist,"Parel, Mumbai",400012,(022) 24115035,Monday-Sunday 8am - 9pm,
1674924117-598,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Paras Chemists,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43689/paras-chemists,Paras Chemists,"No 175, Near Teen Batti Circle, Walkeshwar Road, Walkeshwar, Mumbai",400006,(022) 23613293,Monday-Sunday 8am - 9pm,
1674924148-599,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Oswal Chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43677/oswal-chemist,Oswal Chemist,"Patel Building, Near Railway Crossing, Station Road, Jogeshwari West, Mumbai",400102,(022) 26792019,Monday-Sunday 8am - 9pm,
1674924179-600,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Orno Computers Milan Medical Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43446/orno-computers-milan-medical-stores,Orno Computers Milan Medical Stores,"Shop No 29 Maharaja Aptartment, Opposite Telephone Exchange, S V Road, Malad West, Mumbai",400095,(022) 28821221,Monday-Sunday 8am - 9pm,
1674924210-601,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Orlem Medical & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43586/orlem-medical-general-stores,Orlem Medical & General Stores,"Shop No 4 Valeram Tower, Orlem church, Marve Road, Malad West, Mumbai",400064,(022) 28631719,Monday-Sunday 8am - 9pm,
1674924240-602,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Omair Medical & General Store,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43477/omair-medical-general-store,Omair Medical & General Store,"Shop 2 Rippon Apartment, Opposite Raj Nagar, S V Road, Jogeshwari West, Mumbai",400102,(022) 26789855,Monday-Sunday 8am - 9pm,
1674924271-603,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Om chemist,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43556/om-chemist,Om chemist,"Panoram tower shop nos 2, Near country club, Veera desai road, Andheri West, Mumbai",400053,(022) 26785297,Monday-Sunday 8am - 9pm,
1674924301-604,https://www.medicineindia.org/pharmacies-chemists-drugstores-in-city/529/mumbai,Om Medico & General Stores,https://www.medicineindia.org/pharmacy-chemist-drugstore-details/43641/om-medico-general-stores,Om Medico & General Stores,"Ashiana Building Shop no-7 Plot no-15, Near Abhudaya Bank, Sector -17, Vashi Sector-17, Navi Mumbai",400703,(022) 27892455,Monday-Sunday 8am - 9pm,
